Report_time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
2020-01-01,598.832,635.792,718.116,596.6800000000001,608.034,616.316,633.026,590.8620000000001,653.476,713.85,594.654,616.0440000000001,595.8220000000001,658.6680000000001,617.3300000000002,642.726,594.062,592.97,584.232,657.3820000000001,707.0620000000001,606.842,600.4219999999999,606.736,431.29200000000003,421.148,439.45200000000006,430.13199999999995,381.83,406.332,470.97200000000004,388.41999999999996,473.45200000000006,352.22,354.75200000000007,304.418,366.732,304.11600000000004,346.056,325.538,395.946,302.982,313.93399999999997,303.212,364.072,302.43,461.01800000000003,562.3100000000001,826.082,650.788,716.738,701.312,597.11,566.144,592.542,617.396,584.8199999999999,543.548,543.924,586.566,581.956,594.8480000000001,592.472,584.924,550.866,683.726,713.672,714.88,842.086,718.9580000000001,773.218,725.182,707.408,711.8140000000001,689.826,700.53,828.2379999999999,708.79,743.528,755.836,733.852,706.12,703.882,711.1279999999999,702.2320000000001,698.7139999999999,699.448,761.4979999999999,739.7879999999999,790.7760000000001,728.356,823.4680000000001,760.7760000000001,751.1899999999999,701.328,663.874
2020-01-02,609.396,622.274,609.398,646.038,604.884,595.276,593.256,599.348,628.625,610.644,673.708,610.824,611.658,640.378,680.72,599.682,632.03,653.28,625.038,602.47,600.2740000000001,608.6879999999999,671.24,585.4860000000001,626.0319999999999,589.112,636.068,634.824,487.87,542.052,461.48400000000004,447.704,469.85,472.62800000000004,465.4,486.392,448.828,546.3700000000001,549.4939999999999,592.702,555.5960000000001,641.7,627.3900000000001,638.99,625.222,638.8900000000001,703.746,610.516,598.53,565.094,580.354,745.03,629.7639999999999,508.12800000000004,501.68199999999996,543.39,521.908,456.304,451.616,527.722,456.63800000000003,440.1,539.5840000000001,564.6780000000001,623.2420000000001,556.892,548.436,544.4660000000001,602.028,609.694,590.472,602.5840000000001,582.046,656.374,602.1560000000001,609.564,666.672,527.512,657.732,545.356,532.5319999999999,473.30600000000004,493.39399999999995,639.3860000000001,570.95,544.086,554.2860000000001,566.162,581.72,585.324,542.7280000000001,533.5360000000001,518.396,531.706,512.198,511.98199999999997
2020-01-03,556.114,554.966,526.592,517.796,521.5339999999999,551.514,522.7860000000001,552.76,516.745,493.1700000000001,488.1940000000001,486.5780000000001,559.444,684.0699999999999,673.604,552.9559999999999,549.0899999999999,535.326,555.404,522.696,568.4739999999999,492.774,489.774,529.5139999999999,508.62600000000003,516.958,484.22799999999995,485.79400000000004,528.544,534.778,505.71999999999997,554.9780000000001,491.572,533.102,492.03999999999996,541.778,495.642,537.418,485.662,532.6519999999999,594.01,674.858,652.976,547.868,507.412,480.16400000000004,437.1719999999999,407.64199999999994,358.70799999999997,321.604,328.086,358.402,324.71799999999996,354.62,329.58000000000004,393.67400000000004,420.99799999999993,431.716,421.634,540.782,422.108,490.934,342.732,322.46799999999996,374.034,381.01200000000006,446.646,472.966,424.11199999999997,420.782,463.58000000000004,289.824,312.33,632.84,513.738,595.49,523.1659999999999,494.37399999999997,528.4159999999999,511.83200000000005,466.506,491.46000000000004,526.676,609.034,540.028,534.964,575.204,545.382,616.742,558.9459999999999,547.53,546.6120000000001,543.314,472.78599999999994,463.01000000000005,501.95
2020-01-04,641.6879999999999,550.39,561.54,521.242,544.556,521.2199999999999,504.596,549.97,505.07,556.21,508.9039999999999,546.608,497.00600000000003,495.858,494.88,495.75199999999995,495.534,539.846,494.81399999999996,503.264,514.436,523.684,523.454,522.9,511.10200000000003,530.41,569.606,530.508,528.5899999999999,486.774,526.688,484.55,535.366,508.146,537.932,585.256,663.2560000000001,579.254,649.5440000000001,584.7,574.484,617.408,549.5319999999999,580.8879999999999,632.816,585.6899999999999,570.838,586.604,546.364,569.4159999999999,860.7460000000001,566.11,566.182,653.0319999999999,586.39,630.156,544.992,459.366,437.29200000000003,438.684,376.964,370.674,321.606,412.45199999999994,444.5879999999999,405.588,304.174,318.748,308.152,321.864,293.27200000000005,277.93,260.402,316.716,276.976,316.16200000000003,318.718,282.642,270.618,314.474,312.948,307.946,271.388,262.54999999999995,266.158,314.704,326.49,430.102,438.166,438.56000000000006,472.712,428.642,467.04200000000003,511.7080000000001,571.61,698.4800000000001
2020-01-05,587.096,558.642,523.822,574.2120000000001,573.9159999999999,854.892,1194.9540000000002,787.0840000000001,467.54999999999995,408.106,408.11400000000003,405.60600000000005,407.072,457.97800000000007,400.224,452.10599999999994,504.492,397.91999999999996,398.38,396.77799999999996,396.756,407.12,439.172,396.12,395.62600000000003,407.10200000000003,480.096,430.15200000000004,394.73799999999994,435.872,393.436,434.088,395.092,398.672,409.788,452.40200000000004,366.546,408.77200000000005,384.062,490.85,481.2,501.454,554.82,477.43999999999994,502.57399999999996,495.6360000000001,460.742,537.066,598.814,518.164,459.828,487.242,613.14,607.8199999999999,622.796,591.5519999999999,648.7180000000001,787.832,683.3599999999999,663.462,1010.424,650.444,572.092,488.596,421.93999999999994,510.454,420.79200000000003,459.726,406.92999999999995,406.6,447.078,405.62199999999996,405.22799999999995,405.85600000000005,443.338,438.4440000000001,402.86,401.422,434.8160000000001,426.774,591.7239999999999,612.694,729.29,737.762,735.1659999999999,725.472,856.872,745.2,594.7439999999999,670.016,498.796,492.41400000000004,491.8639999999999,570.4159999999999,503.34,504.996
2020-01-06,552.7520000000001,489.98400000000004,529.896,482.65,473.55,485.334,527.2639999999999,513.168,494.3125,521.9759999999999,482.81800000000004,562.052,484.15,474.158,502.22200000000004,531.238,535.0840000000001,534.106,483.98,510.216,609.716,459.242,429.77200000000005,439.508,366.71399999999994,348.742,384.36199999999997,344.826,383.302,384.986,347.212,376.942,487.954,323.82800000000003,338.13599999999997,430.73799999999994,418.97799999999995,459.802,461.916,451.8660000000001,506.10600000000005,493.096,470.012,428.274,427.62600000000003,431.33000000000004,428.46000000000004,490.28599999999994,364.548,362.592,454.976,352.12600000000003,490.3080000000001,419.758,417.68999999999994,325.784,265.75,574.02,977.7,521.182,350.754,412.4,492.924,491.21999999999997,676.4259999999999,613.886,617.162,873.0319999999999,594.962,606.5680000000001,615.842,613.4300000000001,599.682,586.068,585.284,625.95,629.0719999999999,635.204,657.118,692.194,574.25,539.3340000000001,571.094,513.6719999999999,591.5600000000001,631.74,623.7719999999999,604.4040000000001,606.1980000000001,626.384,604.258,675.9100000000001,595.714,596.4639999999999,571.816,560.272
2020-01-07,511.784,518.802,645.4159999999999,559.86,634.1360000000001,572.1719999999999,605.4179999999999,673.0,685.2175,959.3599999999999,512.52,540.9559999999999,485.55,490.85,475.71400000000006,487.526,456.168,460.84799999999996,490.42999999999995,449.328,446.08599999999996,478.66999999999996,536.376,446.102,444.29400000000004,482.576,444.67600000000004,443.9219999999999,361.684,177.932,201.004,176.94,215.254,168.066,207.36599999999999,165.37399999999997,503.942,600.3059999999999,645.406,599.686,574.502,648.0880000000001,676.2099999999999,534.17,591.698,552.3340000000001,589.9159999999999,578.122,505.658,518.58,518.778,507.236,502.99799999999993,558.832,556.106,499.6139999999999,501.224,519.9399999999999,537.782,577.638,521.852,509.2380000000001,529.9259999999999,507.5559999999999,543.2299999999999,568.448,625.706,623.782,605.754,593.186,650.0740000000001,636.622,608.266,649.4,614.5540000000001,616.992,614.668,622.692,613.704,596.178,604.5100000000001,622.7320000000001,621.7020000000001,571.672,616.966,626.336,629.2500000000001,617.2740000000001,624.354,675.222,601.392,621.7560000000001,639.108,673.292,553.694,560.046
2020-01-08,505.1120000000001,545.182,504.668,538.366,610.2239999999999,640.798,593.0020000000001,569.866,532.392,557.394,223.954,194.616,207.28000000000003,188.618,187.62399999999997,198.812,177.13600000000002,164.57799999999997,205.968,206.17199999999997,162.07,166.112,165.37599999999998,163.914,186.79000000000002,196.06,177.072,188.956,169.374,244.906,164.984,166.844,244.502,163.378,161.316,184.118,319.452,195.78400000000002,207.5,218.022,162.82199999999997,205.03400000000002,162.66,286.328,161.79000000000002,215.13400000000001,162.158,244.17600000000002,185.112,325.896,431.63199999999995,418.14000000000004,322.88199999999995,347.436,364.28200000000004,391.262,399.44399999999996,339.96799999999996,349.29799999999994,349.172,306.746,311.26399999999995,373.132,438.14799999999997,412.88800000000003,413.258,410.842,469.198,448.994,417.52200000000005,407.11,445.28999999999996,492.578,467.48,479.692,444.21400000000006,441.438,409.912,493.76599999999996,467.59,428.966,480.59799999999996,504.438,510.782,388.098,389.76800000000003,326.572,307.86800000000005,306.542,303.37199999999996,344.304,313.86400000000003,323.38800000000003,402.296,300.002,340.206
2020-01-09,300.21,312.344,332.556,368.33599999999996,344.38599999999997,351.84000000000003,354.052,353.08000000000004,312.486,312.496,323.504,347.534,385.758,301.32,301.654,300.744,300.61400000000003,301.07399999999996,309.294,364.106,325.054,343.208,306.72999999999996,345.91999999999996,431.946,344.354,465.908,439.9839999999999,374.09799999999996,398.11,340.588,406.886,317.00800000000004,352.2633333333333,774.192,467.38,454.92600000000004,416.968,369.034,349.562,389.44000000000005,358.64,317.416,359.52,360.462,354.28,306.218,326.568,319.01599999999996,339.50800000000004,328.774,328.816,322.37399999999997,306.76200000000006,305.308,305.76,346.52,316.68999999999994,306.30199999999996,348.74600000000004,348.948,330.75600000000003,321.558,204.722,176.978,333.3,375.84399999999994,304.25600000000003,314.236,262.49399999999997,300.73,299.63800000000003,389.61199999999997,458.966,414.41999999999996,415.104,411.44399999999996,451.258,411.53000000000003,410.44399999999996,410.296,451.3860000000001,410.53600000000006,463.32399999999996,446.948,579.504,507.646,481.738,495.66999999999996,522.094,557.914,430.14799999999997,427.762,467.31000000000006,466.42599999999993,423.95200000000006
2020-01-10,398.942,380.63399999999996,339.28599999999994,343.908,332.88800000000003,370.864,405.61800000000005,481.29799999999994,395.775,360.37199999999996,402.28000000000003,347.004,351.02200000000005,351.962,307.754,307.614,308.90999999999997,309.402,348.28799999999995,350.494,359.38800000000003,348.192,347.40999999999997,305.408,347.378,372.39,326.274,305.29200000000003,338.60600000000005,331.832,332.84000000000003,412.16,330.498,372.772,337.72400000000005,319.806,400.942,566.26,434.16799999999995,418.812,414.812,378.576,451.76000000000005,467.254,434.666,389.428,414.096,441.13,629.02,421.052,504.46399999999994,444.442,395.944,424.91600000000005,382.60200000000003,421.93999999999994,378.62600000000003,277.066,324.258,323.09,253.378,270.782,231.63599999999997,259.862,273.808,321.32,441.09800000000007,442.322,434.4719999999999,638.1279999999999,542.738,525.118,568.426,512.024,527.702,729.124,517.784,544.878,583.124,492.68600000000004,489.1379999999999,516.9399999999999,566.76,479.784,500.88,634.9019999999999,552.554,502.21400000000006,494.75999999999993,536.7539999999999,511.14400000000006,502.842,514.426,539.2099999999999,497.23400000000004,518.258
2020-01-11,562.622,538.854,503.9719999999999,570.234,528.4159999999999,509.418,591.9,612.5360000000001,743.2149999999999,996.2520000000001,567.682,657.374,525.3900000000001,576.784,492.78000000000003,469.172,458.43199999999996,501.866,462.91799999999995,517.42,520.25,535.62,494.476,448.59,446.02799999999996,480.37600000000003,466.712,527.928,444.87199999999996,491.584,502.58599999999996,546.302,560.674,455.14000000000004,483.11799999999994,483.678,439.45599999999996,297.794,333.72799999999995,326.03200000000004,356.092,314.782,312.196,293.52200000000005,451.37000000000006,451.334,477.9459999999999,503.892,490.12800000000004,438.762,441.16999999999996,476.53000000000003,440.33000000000004,524.97,494.05600000000004,434.442,422.6240000000001,424.53999999999996,457.962,452.476,432.11199999999997,432.95,431.62399999999997,444.488,432.73400000000004,417.294,443.91999999999996,442.096,504.26399999999995,538.4960000000001,547.9200000000001,527.262,474.65600000000006,478.83600000000007,429.53599999999994,933.0720000000001,479.596,458.34400000000005,446.79200000000003,468.77,427.434,422.15600000000006,424.974,412.496,409.07399999999996,445.784,408.44000000000005,489.32399999999996,413.892,336.78000000000003,397.89399999999995,332.374,364.74199999999996,337.92600000000004,375.6460000000001,373.296
2020-01-12,414.508,344.47999999999996,379.942,324.296,306.63,325.96,315.01599999999996,303.732,303.7575,303.71999999999997,304.236,382.248,314.404,344.092,330.91,365.514,343.568,301.896,342.0,300.80199999999996,341.144,300.74,299.952,160.12199999999999,160.35999999999999,221.28000000000003,235.33,164.57399999999998,163.978,213.67399999999998,181.098,276.346,425.608,290.97200000000004,323.968,231.442,181.542,168.04399999999998,161.706,161.91400000000002,181.564,321.9175,737.318,668.804,520.216,1038.198,1130.7800000000002,762.932,823.9480000000001,451.46000000000004,534.918,668.68,578.034,595.242,664.96,650.056,694.4359999999999,621.8100000000001,627.2040000000001,613.012,516.664,488.24799999999993,504.03999999999996,553.8340000000001,478.68,771.4800000000001,713.5319999999999,586.2360000000001,614.046,721.626,668.8860000000001,623.226,676.8100000000001,591.3459999999999,678.912,635.868,629.226,635.5,569.702,656.272,575.6360000000001,606.248,625.982,616.212,617.1859999999999,621.028,568.9820000000001,656.6159999999999,708.4680000000001,603.954,586.076,692.466,648.886,570.438,582.558,557.14
2020-01-13,501.328,546.856,491.67800000000005,544.682,512.406,457.666,501.826,499.40599999999995,461.9675,523.42,479.954,534.374,478.428,501.684,555.624,520.9879999999999,516.798,465.686,474.73400000000004,526.8059999999999,577.8340000000001,538.3199999999999,523.742,556.954,481.84400000000005,543.4499999999999,602.116,548.058,497.24799999999993,462.604,475.312,485.87800000000004,613.99,447.81800000000004,478.2799999999999,452.8379999999999,660.022,488.096,494.584,497.5400000000001,512.074,540.546,356.628,366.79200000000003,324.338,310.158,313.342,315.028,304.41999999999996,400.462,316.602,305.53000000000003,342.90200000000004,345.58000000000004,524.616,358.65,229.842,209.31800000000004,241.292,208.73599999999996,204.28400000000002,185.958,235.404,330.262,566.528,483.852,422.592,485.5,419.13599999999997,486.378,567.896,446.738,452.39,407.49000000000007,480.16,406.79200000000003,419.13,424.10600000000005,415.592,422.4839999999999,411.674,416.78000000000003,447.51599999999996,545.112,428.314,515.016,411.276,464.02200000000005,466.418,478.216,432.814,480.188,821.0260000000001,435.30600000000004,438.9,444.13599999999997
2020-01-14,536.3700000000001,420.404,404.60600000000005,400.38599999999997,324.42,324.87399999999997,368.25,342.215,345.32399999999996,322.55999999999995,371.49,353.966,308.804,317.576,329.47799999999995,419.9,387.27200000000005,582.876,397.43600000000004,414.32399999999996,355.86,332.884,366.87600000000003,357.066,315.624,315.25200000000007,303.622,326.22800000000007,334.824,304.444,303.46799999999996,323.512,353.63,434.296,585.442,646.906,574.778,565.168,540.0380000000001,579.262,466.0200000000001,505.326,435.36800000000005,432.96999999999997,358.274,328.62,287.328,309.976,299.118,289.54800000000006,290.478,322.548,299.62600000000003,288.272,288.646,391.664,370.392,329.736,288.272,300.314,340.932,311.564,540.146,482.2679999999999,472.506,481.47800000000007,827.098,736.3120000000001,767.1940000000001,707.01,691.9599999999999,692.542,712.6619999999999,690.6999999999999,728.7839999999999,840.472,959.046,765.542,1534.964,1414.55,886.3099999999998,1052.444,761.0640000000001,841.89,738.71,738.6740000000001,759.856,721.2,720.0540000000001,752.856,798.896,756.8520000000001,769.1400000000001,670.928,643.3779999999999,648.0999999999999
2020-01-15,654.484,629.222,644.526,637.524,656.118,709.0820000000001,512.242,577.322,637.1375,986.4580000000002,637.962,521.34,532.104,469.2,546.542,469.04400000000004,480.392,459.654,458.95799999999997,529.5260000000001,457.43,516.948,549.826,479.09799999999996,497.544,473.588,461.59399999999994,484.236,491.88800000000003,590.1320000000001,459.496,364.222,322.09,353.145,307.57375,333.046,312.246,344.39599999999996,416.788,526.778,324.698,393.876,391.218,604.246,554.054,583.802,733.2040000000001,648.552,696.78,652.5060000000001,647.3399999999999,614.414,660.434,630.8280000000001,669.1479999999999,594.1659999999999,645.586,606.296,446.142,485.904,445.57,454.6339999999999,577.0219999999999,692.166,657.9780000000001,690.6859999999999,707.468,704.0260000000001,705.588,709.758,755.448,771.2239999999999,789.85,735.4839999999999,786.622,744.934,735.81,763.9219999999999,780.356,730.17,758.202,742.4080000000001,764.1640000000001,739.092,695.5575,694.082,746.896,758.0616666666666,709.105,709.83,741.9739999999999,723.6516666666666,709.7349999999999,773.422,661.336,643.2083333333334
2020-01-16,622.4375,682.704,717.794,759.4,561.778,507.89,480.93,503.73999999999995,340.4,340.102,327.08399999999995,368.056,326.64,357.57399999999996,341.184,355.07,314.006,325.61800000000005,337.52799999999996,336.162,325.18999999999994,324.884,335.15999999999997,386.03599999999994,373.21399999999994,322.56800000000004,363.61800000000005,312.416,412.512,343.6,324.002,350.96200000000005,348.51000000000005,342.962,311.45799999999997,310.662,310.676,310.136,331.244,418.3879999999999,419.90200000000004,351.782,332.582,364.896,467.57,424.21400000000006,464.054,384.714,331.98,346.34000000000003,337.514,365.61400000000003,450.87399999999997,409.058,446.75,453.16999999999996,425.11199999999997,454.90200000000004,410.262,420.29200000000003,517.458,604.984,496.5160000000001,436.77799999999996,417.10599999999994,459.95599999999996,381.53,356.22200000000004,367.7099999999999,353.618,325.37,322.57,346.21799999999996,469.896,517.164,486.45,522.4599999999999,514.004,490.1940000000001,547.008,576.61,642.462,637.862,630.184,603.9100000000001,619.5939999999999,660.5600000000001,627.982,677.524,634.7819999999999,547.618,496.7679999999999,490.01000000000005,603.4979999999999,559.9280000000001,538.478
